LengdeVvekst;LengdeValder;vekstaar;vekstalder;alder_aar;ID;tilv_lengde;klima;loknr;moh;lpnr;dato;aar;periode;navn;alder;lengde;vekt;kjonn;moden;moden1;tilvekstalder;tilvekst;inst_vekst;CPUE;Temp_mai;Temp_juni;Temp_juli;nedbor_mai;nedbor_juni;nedbor_juli;tempratur;nedbor;NaoV;Column1;_1;_2;_3;_4;_5
84.77;131.62;2004;2;3;790;Tilvekst;3;16;488;53;16.09.2008;2008;1;Spunstjoenna;6;261;220;1;1;1;Tillvekst_2-3;46.85;1.099095282;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;5;36938;Gjøvatnet;43
131.62;165.08;2005;3;4;790;Tilvekst;3;16;488;53;16.09.2008;2008;1;Spunstjoenna;6;261;220;1;1;1;Tillvekst_3-4;33.46;1.046417005;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;6;36951;Dragavatnet;92
165.08;200.77;2006;4;5;790;Tilvekst;3;16;488;53;16.09.2008;2008;1;Spunstjoenna;6;261;220;1;1;1;Tillvekst_4-5;35.69;1.038330059;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;7;40648;Langvatnet;162
200.77;10;2007;5;6;790;Tilvekst;3;16;488;53;16.09.2008;2008;1;Spunstjoenna;6;261;220;1;1;1;Tillvekst_5-6;35.69;0.434273033;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;8;40601;Sjysjøen;168
10;31.13;2003;0;1;791;Tilvekst;3;16;488;54;16.09.2008;2008;1;Spunstjoenna;5;220;152;1;1;1;Tillvekst_0-1;31.13;1.493179121;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;10;40353;Leirsjøen;205
31.13;68.49;2004;1;2;791;Tilvekst;3;16;488;54;16.09.2008;2008;1;Spunstjoenna;5;220;152;1;1;1;Tillvekst_1-2;37.36;1.229341571;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;11;40589;Skjørsjøen;212
68.49;126.6;2005;2;3;791;Tilvekst;3;16;488;54;16.09.2008;2008;1;Spunstjoenna;5;220;152;1;1;1;Tillvekst_2-3;58.11;1.145348982;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;12;40445;Grisbakktjørna;289
126.6;180.57;2006;3;4;791;Tilvekst;3;16;488;54;16.09.2008;2008;1;Spunstjoenna;5;220;152;1;1;1;Tillvekst_3-4;53.96;1.073349229;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;13;38972;Langtjørna;535
180.57;10;2007;4;5;791;Tilvekst;3;16;488;54;16.09.2008;2008;1;Spunstjoenna;5;220;152;1;1;1;Tillvekst_4-5;24.91;0.4431356;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;14;38881;Kjeråtjørnin;663
10;71.31;2002;0;1;792;Tilvekst;3;16;488;55;16.09.2008;2008;1;Spunstjoenna;6;288;277.4;2;1;1;Tillvekst_0-1;71.31;1.853150436;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;15;38971;Tjønn663;663
71.31;115.2;2003;1;2;792;Tilvekst;3;16;488;55;16.09.2008;2008;1;Spunstjoenna;6;288;277.4;2;1;1;Tillvekst_1-2;43.89;1.112404281;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;16;38886;Spunstjørna;488
115.2;148.11;2004;2;3;792;Tilvekst;3;16;488;55;16.09.2008;2008;1;Spunstjoenna;6;288;277.4;2;1;1;Tillvekst_2-3;32.91;1.052939325;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;17;118010;Dieseltjønna;549
148.11;192;2005;3;4;792;Tilvekst;3;16;488;55;16.09.2008;2008;1;Spunstjoenna;6;288;277.4;2;1;1;Tillvekst_3-4;43.89;1.051929263;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;18;38967;Aktejaevrie;654
192;230.4;2006;4;5;792;Tilvekst;3;16;488;55;16.09.2008;2008;1;Spunstjoenna;6;288;277.4;2;1;1;Tillvekst_4-5;38.4;1.034678406;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
230.4;10;2007;5;6;792;Tilvekst;3;16;488;55;16.09.2008;2008;1;Spunstjoenna;6;288;277.4;2;1;1;Tillvekst_5-6;30.17;0.423283563;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;67.5;2003;0;1;793;Tilvekst;3;16;488;56;16.09.2008;2008;1;Spunstjoenna;5;245;179.8;1;1;1;Tillvekst_0-1;67.5;1.829303773;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
67.5;120;2004;1;2;793;Tilvekst;3;16;488;56;16.09.2008;2008;1;Spunstjoenna;5;245;179.8;1;1;1;Tillvekst_1-2;52.5;1.136597036;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
120;165;2005;2;3;793;Tilvekst;3;16;488;56;16.09.2008;2008;1;Spunstjoenna;5;245;179.8;1;1;1;Tillvekst_2-3;45;1.066517865;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
165;205;2006;3;4;793;Tilvekst;3;16;488;56;16.09.2008;2008;1;Spunstjoenna;5;245;179.8;1;1;1;Tillvekst_3-4;40;1.042512108;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
205;10;2007;4;5;793;Tilvekst;3;16;488;56;16.09.2008;2008;1;Spunstjoenna;5;245;179.8;1;1;1;Tillvekst_4-5;20;0.432572004;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
284.93;10;2007;6;7;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_6-7;37.63;0.407375422;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;45.7;2001;0;1;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_0-1;45.7;1.6599162;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
45.7;80.64;2002;1;2;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_1-2;34.94;1.148582392;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
80.64;126.34;2003;2;3;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_2-3;45.7;1.102273898;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
126.34;188.16;2004;3;4;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_3-4;61.82;1.082314093;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
188.16;249.98;2005;4;5;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_4-5;61.82;1.054243341;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
249.98;284.93;2006;5;6;794;Tilvekst;3;16;488;57;16.09.2008;2008;1;Spunstjoenna;7;336;484.1;1;1;1;Tillvekst_5-6;34.94;1.023701067;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;47.12;2003;0;1;795;Tilvekst;3;16;488;58;16.09.2008;2008;1;Spunstjoenna;5;255;224.2;1;1;1;Tillvekst_0-1;47.12;1.673205282;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
47.12;116.41;2004;1;2;795;Tilvekst;3;16;488;58;16.09.2008;2008;1;Spunstjoenna;5;255;224.2;1;1;1;Tillvekst_1-2;69.29;1.23475004;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
116.41;166.3;2005;2;3;795;Tilvekst;3;16;488;58;16.09.2008;2008;1;Spunstjoenna;5;255;224.2;1;1;1;Tillvekst_2-3;49.89;1.0749771;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
166.3;210.65;2006;3;4;795;Tilvekst;3;16;488;58;16.09.2008;2008;1;Spunstjoenna;5;255;224.2;1;1;1;Tillvekst_3-4;44.35;1.046228814;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
210.65;10;2007;4;5;795;Tilvekst;3;16;488;58;16.09.2008;2008;1;Spunstjoenna;5;255;224.2;1;1;1;Tillvekst_4-5;33.26;0.43037381;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;41.79;2002;0;1;796;Tilvekst;3;16;488;59;16.09.2008;2008;1;Spunstjoenna;6;260;218.7;2;1;1;Tillvekst_0-1;41.79;1.621072371;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
41.79;90.54;2003;1;2;796;Tilvekst;3;16;488;59;16.09.2008;2008;1;Spunstjoenna;6;260;218.7;2;1;1;Tillvekst_1-2;48.75;1.207127162;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
90.54;146.25;2004;2;3;796;Tilvekst;3;16;488;59;16.09.2008;2008;1;Spunstjoenna;6;260;218.7;2;1;1;Tillvekst_2-3;55.71;1.106424303;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
146.25;183.39;2005;3;4;796;Tilvekst;3;16;488;59;16.09.2008;2008;1;Spunstjoenna;6;260;218.7;2;1;1;Tillvekst_3-4;37.14;1.045392805;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
183.39;220.54;2006;4;5;796;Tilvekst;3;16;488;59;16.09.2008;2008;1;Spunstjoenna;6;260;218.7;2;1;1;Tillvekst_4-5;37.14;1.035394796;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
220.54;10;2007;5;6;796;Tilvekst;3;16;488;59;16.09.2008;2008;1;Spunstjoenna;6;260;218.7;2;1;1;Tillvekst_5-6;25.54;0.426714482;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;83.22;2002;0;1;797;Tilvekst;3;16;488;60;16.09.2008;2008;1;Spunstjoenna;6;232;167.3;2;1;1;Tillvekst_0-1;83.22;1.920227711;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
83.22;126.09;2003;1;2;797;Tilvekst;3;16;488;60;16.09.2008;2008;1;Spunstjoenna;6;232;167.3;2;1;1;Tillvekst_1-2;42.87;1.093974757;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
126.09;174;2004;2;3;797;Tilvekst;3;16;488;60;16.09.2008;2008;1;Spunstjoenna;6;232;167.3;2;1;1;Tillvekst_2-3;47.91;1.066582516;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
174;189.13;2005;3;4;797;Tilvekst;3;16;488;60;16.09.2008;2008;1;Spunstjoenna;6;232;167.3;2;1;1;Tillvekst_3-4;15.13;1.01616174;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
189.13;214.35;2006;4;5;797;Tilvekst;3;16;488;60;16.09.2008;2008;1;Spunstjoenna;6;232;167.3;2;1;1;Tillvekst_4-5;25.22;1.023877376;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
214.35;10;2007;5;6;797;Tilvekst;3;16;488;60;16.09.2008;2008;1;Spunstjoenna;6;232;167.3;2;1;1;Tillvekst_5-6;7.57;0.428977703;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
251.97;10;2007;6;7;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_6-7;30.61;0.416432625;5.035714;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;42.39;2001;0;1;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_0-1;42.39;1.627263417;5.035714;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
42.39;89.48;2002;1;2;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_1-2;47.1;1.19939154;5.035714;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
89.48;129.52;2003;2;3;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_2-3;40.03;1.082291706;5.035714;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
129.52;174.26;2004;3;4;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_3-4;44.74;1.061003942;5.035714;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
174.26;209.58;2005;4;5;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_4-5;35.32;1.035763077;5.035714;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
209.58;251.97;2006;5;6;798;Tilvekst;3;16;488;61;16.09.2008;2008;1;Spunstjoenna;7;292;299.3;1;1;1;Tillvekst_5-6;42.39;1.034462277;5.035714;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;30.11;2003;0;1;799;Tilvekst;1;1;60;1;11.06.2008;2008;0;Storvatnet;5;184;62.6;1;0;0;Tillvekst_0-1;30.11;1.478710756;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
30.11;53.53;2004;1;2;799;Tilvekst;1;1;60;1;11.06.2008;2008;0;Storvatnet;5;184;62.6;1;0;0;Tillvekst_1-2;23.42;1.16898943;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
53.53;83.64;2005;2;3;799;Tilvekst;1;1;60;1;11.06.2008;2008;0;Storvatnet;5;184;62.6;1;0;0;Tillvekst_2-3;30.11;1.112123736;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
83.64;113.75;2006;3;4;799;Tilvekst;1;1;60;1;11.06.2008;2008;0;Storvatnet;5;184;62.6;1;0;0;Tillvekst_3-4;30.11;1.069463383;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
113.75;10;2007;4;5;799;Tilvekst;1;1;60;1;11.06.2008;2008;0;Storvatnet;5;184;62.6;1;0;0;Tillvekst_4-5;40.15;0.486392819;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;42.45;2004;0;1;800;Tilvekst;1;1;60;2;11.06.2008;2008;0;Storvatnet;4;133;26.5;1;0;0;Tillvekst_0-1;42.45;1.627877695;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
42.45;73.57;2005;1;2;800;Tilvekst;1;1;60;2;11.06.2008;2008;0;Storvatnet;4;133;26.5;1;0;0;Tillvekst_1-2;31.13;1.146708234;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
73.57;104.7;2006;2;3;800;Tilvekst;1;1;60;2;11.06.2008;2008;0;Storvatnet;4;133;26.5;1;0;0;Tillvekst_2-3;31.13;1.082094532;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
104.7;10;2007;3;4;800;Tilvekst;1;1;60;2;11.06.2008;2008;0;Storvatnet;4;133;26.5;1;0;0;Tillvekst_3-4;16.98;0.495062572;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;50.37;2003;0;1;801;Tilvekst;1;1;60;3;11.06.2008;2008;0;Storvatnet;5;240;126.4;1;0;0;Tillvekst_0-1;50.37;1.702171951;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
50.37;97.78;2004;1;2;801;Tilvekst;1;1;60;3;11.06.2008;2008;0;Storvatnet;5;240;126.4;1;0;0;Tillvekst_1-2;47.41;1.169241469;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
97.78;151.11;2005;2;3;801;Tilvekst;1;1;60;3;11.06.2008;2008;0;Storvatnet;5;240;126.4;1;0;0;Tillvekst_2-3;53.33;1.094984635;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
151.11;177.78;2006;3;4;801;Tilvekst;1;1;60;3;11.06.2008;2008;0;Storvatnet;5;240;126.4;1;0;0;Tillvekst_3-4;26.67;1.032391096;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
177.78;10;2007;4;5;801;Tilvekst;1;1;60;3;11.06.2008;2008;0;Storvatnet;5;240;126.4;1;0;0;Tillvekst_4-5;35.56;0.444467576;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;32.41;2002;0;1;802;Tilvekst;1;1;60;13;11.06.2008;2008;0;Storvatnet;6;213;110.2;1;0;0;Tillvekst_0-1;32.41;1.510679031;3.888889;12.34333333;15.78333333;15.96333333;26.6;79.3;55;15.07841727;374.5;0.79;;;;;;
32.41;41.67;2003;1;2;802;Tilvekst;1;1;60;13;11.06.2008;2008;0;Storvatnet;6;213;110.2;1;0;0;Tillvekst_1-2;9.26;1.072248616;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
41.67;106.5;2004;2;3;802;Tilvekst;1;1;60;13;11.06.2008;2008;0;Storvatnet;6;213;110.2;1;0;0;Tillvekst_2-3;64.83;1.251586736;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
106.5;148.17;2005;3;4;802;Tilvekst;1;1;60;13;11.06.2008;2008;0;Storvatnet;6;213;110.2;1;0;0;Tillvekst_3-4;41.67;1.070738008;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
148.17;178.27;2006;4;5;802;Tilvekst;1;1;60;13;11.06.2008;2008;0;Storvatnet;6;213;110.2;1;0;0;Tillvekst_4-5;30.1;1.036999932;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
178.27;10;2007;5;6;802;Tilvekst;1;1;60;13;11.06.2008;2008;0;Storvatnet;6;213;110.2;1;0;0;Tillvekst_5-6;25.47;0.444231556;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
218.74;10;2007;6;7;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_6-7;21.08;0.427363539;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;60.61;2001;0;1;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_0-1;60.61;1.782544284;3.888889;8.131034483;11.74827586;14.5;101.8;75.6;131.6;12.19710145;455;-0.5;;;;;;
60.61;92.24;2002;1;2;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_1-2;31.63;1.102311629;3.888889;12.34333333;15.78333333;15.96333333;26.6;79.3;55;15.07841727;374.5;0.79;;;;;;
92.24;118.59;2003;2;3;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_2-3;26.35;1.055538553;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
118.59;142.31;2004;3;4;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_3-4;23.72;1.038180094;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
142.31;176.57;2005;4;5;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_4-5;34.26;1.043507318;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
176.57;218.74;2006;5;6;803;Tilvekst;1;1;60;14;11.06.2008;2008;0;Storvatnet;7;253;170.6;1;0;0;Tillvekst_5-6;42.17;1.041395073;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
10;32.43;2002;0;1;804;Tilvekst;1;1;60;15;11.06.2008;2008;0;Storvatnet;6;227;113.2;1;1;1;Tillvekst_0-1;32.43;1.510946949;3.888889;12.34333333;15.78333333;15.96333333;26.6;79.3;55;15.07841727;374.5;0.79;;;;;;
32.43;61.91;2003;1;2;804;Tilvekst;1;1;60;15;11.06.2008;2008;0;Storvatnet;6;227;113.2;1;1;1;Tillvekst_1-2;29.48;1.185852889;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
61.91;91.39;2004;2;3;804;Tilvekst;1;1;60;15;11.06.2008;2008;0;Storvatnet;6;227;113.2;1;1;1;Tillvekst_2-3;29.48;1.094397574;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
91.39;144.45;2005;3;4;804;Tilvekst;1;1;60;15;11.06.2008;2008;0;Storvatnet;6;227;113.2;1;1;1;Tillvekst_3-4;53.06;1.101391709;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
144.45;188.68;2006;4;5;804;Tilvekst;1;1;60;15;11.06.2008;2008;0;Storvatnet;6;227;113.2;1;1;1;Tillvekst_4-5;44.22;1.05371458;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
188.68;10;2007;5;6;804;Tilvekst;1;1;60;15;11.06.2008;2008;0;Storvatnet;6;227;113.2;1;1;1;Tillvekst_5-6;23.58;0.439420237;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;60.24;2003;0;1;805;Tilvekst;1;1;60;16;11.06.2008;2008;0;Storvatnet;5;218;117;1;1;1;Tillvekst_0-1;60.24;1.779884963;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
60.24;97.53;2004;1;2;805;Tilvekst;1;1;60;16;11.06.2008;2008;0;Storvatnet;5;218;117;1;1;1;Tillvekst_1-2;37.29;1.11756561;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
97.53;131.95;2005;2;3;805;Tilvekst;1;1;60;16;11.06.2008;2008;0;Storvatnet;5;218;117;1;1;1;Tillvekst_2-3;34.42;1.065993991;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
131.95;166.37;2006;3;4;805;Tilvekst;1;1;60;16;11.06.2008;2008;0;Storvatnet;5;218;117;1;1;1;Tillvekst_3-4;34.42;1.047474616;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
166.37;10;2007;4;5;805;Tilvekst;1;1;60;16;11.06.2008;2008;0;Storvatnet;5;218;117;1;1;1;Tillvekst_4-5;48.76;0.450232429;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;60.96;2002;0;1;806;Tilvekst;1;1;60;17;11.06.2008;2008;0;Storvatnet;6;230;120.5;2;1;1;Tillvekst_0-1;60.96;1.785044958;3.888889;12.34333333;15.78333333;15.96333333;26.6;79.3;55;15.07841727;374.5;0.79;;;;;;
60.96;88.67;2003;1;2;806;Tilvekst;1;1;60;17;11.06.2008;2008;0;Storvatnet;6;230;120.5;2;1;1;Tillvekst_1-2;27.71;1.09116395;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
88.67;121.93;2004;2;3;806;Tilvekst;1;1;60;17;11.06.2008;2008;0;Storvatnet;6;230;120.5;2;1;1;Tillvekst_2-3;33.25;1.071021419;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
121.93;152.41;2005;3;4;806;Tilvekst;1;1;60;17;11.06.2008;2008;0;Storvatnet;6;230;120.5;2;1;1;Tillvekst_3-4;30.48;1.046451464;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
152.41;182.89;2006;4;5;806;Tilvekst;1;1;60;17;11.06.2008;2008;0;Storvatnet;6;230;120.5;2;1;1;Tillvekst_4-5;30.48;1.036269358;3.888889;9.896666667;12.45;15.67666667;76.2;67.8;89.6;14.0028777;357.7;-0.82;;;;;;
182.89;10;2007;5;6;806;Tilvekst;1;1;60;17;11.06.2008;2008;0;Storvatnet;6;230;120.5;2;1;1;Tillvekst_5-6;30.48;0.442049526;3.888889;8.51;14.18;16.30333333;101.5;10.5;101.5;12.9705036;509.2;1.83;;;;;;
10;55.22;2003;0;1;807;Tilvekst;1;1;60;24;11.06.2008;2008;0;Storvatnet;5;213;104;1;0;0;Tillvekst_0-1;55.22;1.742096402;3.888889;9.526666667;13.03666667;17.48571429;83.5;73.5;49.2;13.55;413.5;0.4;;;;;;
55.22;84.15;2004;1;2;807;Tilvekst;1;1;60;24;11.06.2008;2008;0;Storvatnet;5;213;104;1;0;0;Tillvekst_1-2;28.93;1.105021581;3.888889;9.37;11.55333333;14.32;80.1;54.3;71.6;12.62589928;428.6;-0.2;;;;;;
84.15;126.22;2005;2;3;807;Tilvekst;1;1;60;24;11.06.2008;2008;0;Storvatnet;5;213;104;1;0;0;Tillvekst_2-3;42.07;1.09146447;3.888889;8.043333333;11.70666667;16.15333333;106.4;123.9;12.8;12.74172662;497.5;-0.11;;;;;;
